"Date","Price","Open","High","Low","Change %"
"Nov 06, 2015","8,752.000","8,752.000","8,752.000","8,752.000","-0.19%"
"Nov 05, 2015","8,769.000","8,769.000","8,769.000","8,769.000","-0.25%"
"Nov 04, 2015","8,791.000","8,791.000","8,791.000","8,791.000","-1.21%"
"Nov 02, 2015","8,899.000","8,899.000","8,899.000","8,899.000","-1.02%"
"Oct 30, 2015","8,991.000","8,991.000","8,991.000","8,991.000","-1.84%"
"Oct 29, 2015","9,160.000","9,160.000","9,160.000","9,160.000","0.80%"
"Oct 28, 2015","9,087.000","9,087.000","9,087.000","9,087.000","-0.34%"
"Oct 27, 2015","9,118.000","9,118.000","9,118.000","9,118.000","0.64%"
"Oct 26, 2015","9,060.000","9,060.000","9,060.000","9,060.000","0.29%"
"Oct 23, 2015","9,034.000","9,034.000","9,034.000","9,034.000","-0.18%"
"Oct 22, 2015","9,050.000","9,050.000","9,050.000","9,050.000","-0.47%"
"Oct 21, 2015","9,093.000","9,093.000","9,093.000","9,093.000","0.24%"
"Oct 20, 2015","9,071.000","9,071.000","9,071.000","9,071.000","-0.41%"
"Oct 19, 2015","9,108.000","9,108.000","9,108.000","9,108.000","0.41%"
"Oct 16, 2015","9,071.000","9,071.000","9,071.000","9,071.000","-0.15%"
"Oct 15, 2015","9,085.000","9,085.000","9,085.000","9,085.000","0.46%"
"Oct 14, 2015","9,043.000","9,043.000","9,043.000","9,043.000","-0.29%"
"Oct 13, 2015","9,069.000","9,069.000","9,069.000","9,069.000","2.16%"
"Oct 09, 2015","8,877.000","8,877.000","8,877.000","8,877.000","-0.72%"
"Oct 08, 2015","8,941.000","8,941.000","8,941.000","8,941.000","-0.46%"
"Oct 07, 2015","8,982.000","8,982.000","8,982.000","8,982.000","0.74%"
"Oct 06, 2015","8,916.000","8,916.000","8,916.000","8,916.000","0.02%"
"Oct 05, 2015","8,914.000","8,914.000","8,914.000","8,914.000","1.80%"
"Oct 02, 2015","8,756.000","8,756.000","8,756.000","8,756.000","0.27%"
"Oct 01, 2015","8,732.000","8,732.000","8,732.000","8,732.000","-1.10%"
"Sep 30, 2015","8,829.000","8,829.000","8,829.000","8,829.000","-0.10%"
"Sep 29, 2015","8,838.000","8,838.000","8,838.000","8,838.000","-1.78%"
"Sep 28, 2015","8,998.000","8,998.000","8,998.000","8,998.000","0.08%"
"Sep 25, 2015","8,991.000","8,991.000","8,991.000","8,991.000","1.86%"
"Sep 24, 2015","8,827.000","8,827.000","8,827.000","8,827.000","0.62%"
"Sep 18, 2015","8,773.000","8,773.000","8,773.000","8,773.000","0.17%"
"Sep 17, 2015","8,758.000","8,758.000","8,758.000","8,758.000","1.45%"
"Sep 16, 2015","8,633.000","8,633.000","8,633.000","8,633.000","-0.14%"
"Sep 15, 2015","8,645.000","8,645.000","8,645.000","8,645.000","-0.32%"
"Sep 14, 2015","8,673.000","8,673.000","8,673.000","8,673.000","-1.13%"
"Sep 11, 2015","8,772.000","8,772.000","8,772.000","8,772.000","0.31%"
"Sep 10, 2015","8,745.000","8,745.000","8,745.000","8,745.000","-0.58%"
"Sep 09, 2015","8,796.000","8,796.000","8,796.000","8,796.000","0.83%"
"Sep 08, 2015","8,724.000","8,724.000","8,724.000","8,724.000","0.14%"
"Sep 07, 2015","8,712.000","8,712.000","8,712.000","8,712.000","-1.71%"
"Sep 04, 2015","8,864.000","8,864.000","8,864.000","8,864.000","-0.35%"
"Sep 03, 2015","8,895.000","8,895.000","8,895.000","8,895.000","-0.39%"
"Sep 02, 2015","8,930.000","8,930.000","8,930.000","8,930.000","-0.40%"
