Date,Switzerland10Y,Japan10Y,Germany10Y,France10Y,US10Y
20160106,-0.00103,0.00256,0.00513,0.00877,0.02191
20160107,-0.0007,0.00249,0.00545,0.00939,0.02163
20160108,-0.00097,0.00235,0.00509,0.00884,0.02163
20160112,-0.00088,0.00228,0.0053,0.00925,0.02195
20160113,-0.00124,0.00212,0.00509,0.00891,0.02128
20160114,-0.00119,0.0023,0.00507,0.00897,0.02093
20160115,-0.00151,0.0023,0.00473,0.00855,0.02023
20160119,-0.00124,0.00219,0.00483,0.00874,0.02068
20160120,-0.00175,0.00217,0.00487,0.00831,0.01969
20160121,-0.00204,0.00229,0.00455,0.00777,0.01975
20160122,-0.00186,0.00235,0.00485,0.00802,0.02068
20160125,-0.00211,0.0023,0.00477,0.00789,0.02029
20160126,-0.00227,0.00226,0.00443,0.00753,0.01996
20160127,-0.00206,0.00222,0.00445,0.0076,0.02019
20160128,-0.00224,0.00226,0.00406,0.00729,0.02005
20160129,-0.00278,0.00114,0.00334,0.00654,0.01923
20160201,-0.00285,0.00069,0.0036,0.00679,0.0193
20160202,-0.00284,0.00085,0.00314,0.0065,0.01923
20160203,-0.00306,0.00069,0.00275,0.00615,0.01872
20160204,-0.00275,0.00065,0.00308,0.00641,0.01872
20160205,-0.0027,0.00039,0.00301,0.00643,0.01837
20160208,-0.00321,0.00042,0.00225,0.00607,0.01798
20160209,-0.00307,-3e-05,0.00239,0.00628,0.01736
20160210,-0.00267,0.00016,0.0025,0.0062,0.01762
20160212,-0.00267,0.00076,0.00265,0.00646,0.01674
20160216,-0.00305,0.00047,0.00262,0.00655,0.01786
20160217,-0.00291,0.00055,0.00275,0.0065,0.01804
20160218,-0.00313,0.00025,0.00214,0.00582,0.01821
20160219,-0.00321,0.00012,0.00205,0.00564,0.01745
20160222,-0.00358,2e-05,0.00179,0.0053,0.01774
20160223,-0.00362,2e-05,0.00185,0.00544,0.0178
20160224,-0.0041,-0.0004,0.00149,0.00516,0.01705
20160225,-0.00414,-0.00055,0.00137,0.00508,0.0174
20160226,-0.00416,-0.00059,0.00146,0.00515,0.01742
20160229,-0.00444,-0.00058,0.00108,0.00464,0.01752
20160301,-0.00434,-0.0006,0.0015,0.0051,0.01749
20160302,-0.00415,-0.00031,0.00213,0.00558,0.01851
20160303,-0.00413,-0.0001,0.00171,0.00551,0.01848
20160304,-0.00404,-0.00029,0.00239,0.00571,0.01836
20160307,-0.00394,-0.00043,0.00218,0.00544,0.01911
20160308,-0.00407,-0.00087,0.00179,0.00489,0.01846
20160309,-0.00325,-0.00016,0.00238,0.00539,0.01881
20160310,-0.00329,-0.00014,0.00297,0.00628,0.01871
20160311,-0.00329,-8e-05,0.0028,0.00527,0.01945
20160314,-0.00297,-0.00035,0.0028,0.00528,0.0197
20160315,-0.00276,-0.00015,0.00316,0.00572,0.0194
20160316,-0.00312,-0.00045,0.0031,0.00546,0.01961
20160317,-0.00284,-0.00044,0.00233,0.0049,0.01864
20160318,-0.00296,-0.00097,0.00218,0.0048,0.01889
20160322,-0.00327,-0.00095,0.0021,0.0048,0.01896
20160323,-0.00312,-0.00095,0.00198,0.00478,0.01935
20160324,-0.00333,-0.00083,0.00179,0.00453,0.0187
20160329,-0.00332,-0.00081,0.00141,0.00416,0.01872
20160330,-0.0034,-0.00087,0.00164,0.0042,0.01826
20160331,-0.00334,-0.00042,0.00156,0.00411,0.01819
20160401,-0.00336,-0.00063,0.00145,0.00391,0.01778
20160404,-0.0036,-0.0008,0.00128,0.00391,0.01765
20160405,-0.00363,-0.00063,0.00105,0.00365,0.01736
20160406,-0.00373,-0.00055,0.00116,0.00455,0.01739
20160407,-0.00387,-0.00053,0.00087,0.00444,0.01738
20160408,-0.00355,-0.00078,0.00097,0.00442,0.01713
20160411,-0.00361,-0.00079,0.00117,0.00471,0.01736
20160412,-0.00355,-0.00091,0.0016,0.0051,0.01757
20160413,-0.00343,-0.0008,0.00137,0.00486,0.01792
20160414,-0.00337,-0.00084,0.00163,0.00504,0.01795
20160415,-0.0035,-0.00105,0.00133,0.00474,0.01771
20160418,-0.00338,-0.00113,0.0017,0.00497,0.01743
20160419,-0.00329,-0.0012,0.00178,0.00527,0.01789
20160420,-0.00332,-0.0013,0.0015,0.0049,0.01778
20160421,-0.00282,-0.0011,0.00233,0.00552,0.01868
20160422,-0.00272,-0.00117,0.00232,0.00569,0.01872
20160425,-0.00246,-0.00071,0.00268,0.00603,0.01868
20160426,-0.00211,-0.00096,0.00302,0.00632,0.0192
20160427,-0.00236,-0.00059,0.0029,0.00638,0.01909
20160428,-0.00262,-0.00076,0.00249,0.00612,0.01844
20160429,-0.0025,-0.00074,0.00282,0.00651,0.01867
20160502,-0.00244,-0.00104,0.00275,0.00625,0.01816
20160506,-0.00296,-0.0011,0.00146,0.00524,0.01742
20160509,-0.00304,-0.00102,0.00131,0.00498,0.01774
20160510,-0.00311,-0.00086,0.00121,0.0048,0.01758
20160511,-0.00298,-0.00094,0.00126,0.00473,0.01765
20160512,-0.00304,-0.00105,0.00154,0.00511,0.01748
20160513,-0.00315,-0.00108,0.00129,0.00475,0.01731
20160517,-0.00312,-0.00109,0.00132,0.00474,0.0176
20160518,-0.00305,-0.00099,0.00163,0.00516,0.01781
20160519,-0.00311,-0.00073,0.00174,0.00511,0.01868
20160520,-0.00293,-0.00096,0.00171,0.00512,0.01866
20160523,-0.00293,-0.00095,0.00183,0.00524,0.01833
20160524,-0.00273,-0.00097,0.00176,0.00507,0.01846
20160525,-0.00293,-0.00095,0.00152,0.00477,0.01873
20160526,-0.00318,-0.00105,0.00144,0.00485,0.01861
20160527,-0.00316,-0.00112,0.00143,0.00481,0.01827
20160531,-0.00311,-0.00114,0.00147,0.00486,0.01874
20160601,-0.00391,-0.00114,0.00134,0.00479,0.0183
20160602,-0.00384,-0.00108,0.00112,0.00472,0.01839
20160603,-0.00399,-0.00098,0.00074,0.00423,0.01794
20160606,-0.00403,-0.00115,0.00086,0.00449,0.01721
20160607,-0.00432,-0.00117,0.00055,0.00414,0.01726
20160608,-0.00412,-0.00107,0.0006,0.00421,0.01716
20160609,-0.00436,-0.00122,0.00037,0.00387,0.01676
20160610,-0.00454,-0.00147,0.00021,0.00388,0.01658
20160613,-0.00473,-0.00158,0.0003,0.00416,0.01639
20160614,-0.00478,-0.00163,-1e-05,0.00419,0.01591
20160615,-0.00505,-0.00187,-0.00014,0.0041,0.0163
20160616,-0.00531,-0.00197,-0.00022,0.00405,0.01569
20160617,-0.00511,-0.00148,0.0002,0.00428,0.01598
20160620,-0.00428,-0.00144,0.00061,0.00435,0.01673
20160621,-0.00431,-0.00138,0.00047,0.00426,0.0168
20160622,-0.00399,-0.00138,0.00059,0.0043,0.01703
20160623,-0.00375,-0.00137,0.00099,0.00435,0.01739
20160624,-0.00457,-0.00191,-0.00052,0.00374,0.01526
20160627,-0.00512,-0.00194,-0.00109,0.00301,0.0147
20160628,-0.00511,-0.00221,-0.00118,0.00254,0.01478
20160629,-0.00516,-0.0023,-0.00126,0.00226,0.01465
20160630,-0.00566,-0.00225,-0.00127,0.00201,0.01504
20160701,-0.00584,-0.00248,-0.0013,0.00167,0.01429
20160705,-0.00602,-0.00246,-0.00181,0.00136,0.01402
20160706,-0.00602,-0.00265,-0.00179,0.00135,0.01336
20160707,-0.0058,-0.00272,-0.00166,0.00148,0.01393
20160708,-0.00596,-0.0028,-0.00184,0.00107,0.0139
20160711,-0.00628,-0.00273,-0.00167,0.0013,0.01407
20160712,-0.00601,-0.00271,-0.00093,0.00189,0.01474
20160713,-0.00591,-0.00275,-0.00142,0.00148,0.01476
20160714,-0.00555,-0.00262,-0.00129,0.00186,0.0152
20160715,-0.00557,-0.00227,7e-05,0.0023,0.01539
20160719,-0.00539,-0.00226,-0.00025,0.00216,0.01553
20160720,-0.00534,-0.00233,-0.0001,0.00227,0.01568
20160721,-0.0051,-0.00228,-0.00016,0.00221,0.01601
20160722,-0.00506,-0.00224,-0.00029,0.00219,0.01585
20160725,-0.00518,-0.00237,-0.0004,0.00191,0.01584
20160726,-0.00529,-0.00248,-0.00028,0.002,0.01559
20160727,-0.00542,-0.00291,-0.00078,0.00144,0.0157
20160728,-0.00557,-0.00271,-0.0009,0.00138,0.01525
20160729,-0.00577,-0.00167,-0.0012,0.00112,0.01525
20160801,-0.00562,-0.00133,-0.00096,0.0013,0.01494
20160802,-0.00522,-0.00053,-0.00035,0.00186,0.01552
20160803,-0.00518,-0.00081,-0.00038,0.00195,0.01547
20160804,-0.00535,-0.00077,-0.00094,0.0013,0.01521
20160805,-0.00523,-0.00088,-0.00067,0.00161,0.01499
20160808,-0.0053,-0.00048,-0.00066,0.0016,0.01599
20160809,-0.00511,-0.00081,-0.00076,0.00137,0.01594
20160810,-0.00535,-0.00099,-0.00108,0.00107,0.01532
20160812,-0.00552,-0.00101,-0.00107,0.00112,0.01537
20160815,-0.00524,-0.00079,-0.00073,0.00148,0.0152
20160816,-0.00479,-0.00093,-0.00029,0.00193,0.01529
20160817,-0.00498,-0.00075,-0.00049,0.0017,0.01581
20160818,-0.00506,-0.00076,-0.00082,0.00142,0.01549
20160819,-0.00488,-0.00083,-0.00034,0.00181,0.01556
20160822,-0.005,-0.00069,-0.00088,0.00144,0.01568
20160823,-0.00518,-0.00086,-0.00093,0.00139,0.01556
20160824,-0.00524,-0.00077,-0.00089,0.00149,0.01549
20160825,-0.00516,-0.00083,-0.00069,0.00161,0.01559
20160826,-0.00516,-0.00068,-0.00071,0.00146,0.01566
20160829,-0.00498,-0.00065,-0.00081,0.0016,0.01618
20160830,-0.00499,-0.00071,-0.00091,0.00147,0.0157
20160831,-0.00481,-0.00068,-0.00065,0.00162,0.01575
20160901,-0.00471,-0.00052,-0.00066,0.00182,0.01594
20160902,-0.00464,-0.0002,-0.00042,0.00201,0.01582
20160906,-0.00507,-0.00017,-0.00109,0.00124,0.01604
20160907,-0.00512,-0.00049,-0.00116,0.00101,0.01534
20160908,-0.00505,-0.00034,-0.00062,0.00152,0.01551
20160909,-0.00443,-0.00013,0.00012,0.00237,0.01656
20160912,-0.00385,-8e-05,0.00037,0.00267,0.01687
20160913,-0.00384,-0.00013,0.00072,0.00268,0.01663
20160914,-0.00386,-0.00013,0.00022,0.00257,0.01712
20160915,-0.00359,-0.00036,0.00034,0.00269,0.01682
20160916,-0.00404,-0.00034,7e-05,0.00235,0.0167
20160920,-0.0043,-0.00053,-0.00017,0.00214,0.01686
20160921,-0.00435,-0.00023,3e-05,0.00232,0.01684
20160923,-0.0048,-0.00048,-0.00081,0.00151,0.01618
20160926,-0.00508,-0.00052,-0.00115,0.00129,0.01599
20160927,-0.00548,-0.00074,-0.00138,0.00097,0.01562
20160928,-0.00549,-0.00087,-0.00145,0.00099,0.01572
20160929,-0.00559,-0.00082,-0.00117,0.00125,0.01584
20160930,-0.00571,-0.00078,-0.0012,0.00119,0.01548
20161003,-0.00558,-0.00067,-0.00094,0.00148,0.016
20161004,-0.00535,-0.00065,-0.00053,0.00169,0.01624
20161005,-0.00488,-0.00059,-3e-05,0.00259,0.01686
20161006,-0.00512,-0.00057,-0.00017,0.00307,0.01714
20161007,-0.00513,-0.00062,0.00021,0.00313,0.01741
20161011,-0.00514,-0.00048,0.00025,0.00326,0.01771
20161012,-0.00486,-0.00057,0.00068,0.00365,0.01799
20161013,-0.00504,-0.00059,0.0004,0.00324,0.01755
20161014,-0.00478,-0.00054,0.00059,0.0034,0.01778
20161017,-0.00466,-0.00055,0.00056,0.00344,0.01789
20161018,-0.00488,-0.0005,0.00037,0.00323,0.0177
20161019,-0.00499,-0.00055,0.00031,0.00319,0.01756
20161020,-0.00505,-0.00061,0,0.00288,0.01749
20161021,-0.00495,-0.00059,4e-05,0.00283,0.01751
20161024,-0.00501,-0.00053,0.00027,0.00299,0.01737
20161025,-0.00496,-0.00064,0.00031,0.00296,0.01774
20161026,-0.00451,-0.00065,0.00085,0.00373,0.01781
20161027,-0.00387,-0.00055,0.0017,0.00479,0.0182
20161028,-0.00403,-0.00044,0.00168,0.00475,0.01865
20161031,-0.00396,-0.00049,0.00163,0.00479,0.0184
20161101,-0.0035,-0.00048,0.0018,0.0051,0.01847
20161102,-0.00365,-0.00058,0.00131,0.00447,0.01799
20161104,-0.00357,-0.0006,0.00135,0.00457,0.01798
20161107,-0.00323,-0.00051,0.00155,0.00461,0.01817
20161108,-0.00334,-0.00064,0.00188,0.00482,0.01823
20161109,-0.00322,-0.00077,0.00204,0.00499,0.01957
20161110,-0.00216,-0.00043,0.00275,0.00687,0.02117
20161114,-0.00106,-0.00013,0.00319,0.00837,0.02238
20161115,-0.00127,6e-05,0.00308,0.00732,0.02215
20161116,-0.00116,0.00023,0.00298,0.00753,0.02279
20161117,-0.00109,0.0001,0.00278,0.0075,0.02223
20161118,-0.00113,0.0004,0.00272,0.00752,0.0228
20161121,-0.00165,0.00028,0.00274,0.00741,0.02315
20161122,-0.00187,0.0003,0.00221,0.00719,0.02298
20161125,-0.00165,0.00037,0.00241,0.0078,0.02379
20161128,-0.00206,0.00017,0.00205,0.00769,0.02325
20161129,-0.00175,0.00014,0.00221,0.0071,0.02327
20161130,-0.00175,0.0002,0.00274,0.00736,0.02359
20161201,-0.00103,0.00025,0.00367,0.00787,0.02414
20161202,-0.00151,0.0004,0.0028,0.00729,0.02427
20161205,-0.00112,0.0003,0.00332,0.00818,0.02423
20161206,-0.00102,0.00052,0.00368,0.00799,0.02385
20161207,-0.0011,0.00037,0.00345,0.00754,0.02371
20161208,-0.00086,0.00047,0.00382,0.00831,0.02393
20161209,-0.00092,0.00056,0.00366,0.00814,0.02413
20161212,-0.00048,0.00072,0.00399,0.00885,0.02512
20161213,-0.00078,0.00087,0.00359,0.00802,0.02449
20161214,-0.00107,0.00062,0.00301,0.00733,0.02444
20161215,-0.00077,0.00083,0.00364,0.00799,0.02619
20161216,-0.00099,0.0008,0.00315,0.00793,0.02568
20161219,-0.00119,0.0008,0.00247,0.00724,0.02564
20161220,-0.0011,0.00069,0.00268,0.00714,0.02566
20161221,-0.00113,0.00062,0.00246,0.00705,0.02566
20161222,-0.00151,0.00055,0.00261,0.0073,0.02552
20161227,-0.00181,0.00063,0.00207,0.00684,0.02552
20161228,-0.00182,0.0006,0.00196,0.00692,0.0256
20161229,-0.00229,0.00044,0.00176,0.00653,0.02486
20161230,-0.00206,0.00049,0.00208,0.00683,0.02474
20170104,-0.00187,0.00065,0.00276,0.00809,0.02456
20170105,-0.002,0.00059,0.00244,0.00817,0.02439
20170106,-0.00185,0.00056,0.00299,0.00835,0.02339
20170110,-0.0023,0.00058,0.00286,0.00805,0.0239
20170111,-0.0017,0.0006,0.00251,0.00786,0.02372
20170112,-0.00186,0.00049,0.00314,0.00781,0.02336
20170113,-0.0016,0.0005,0.0034,0.00811,0.02336
20170117,-0.00166,0.00049,0.00319,0.00791,0.02333
20170118,-0.00139,0.00055,0.00357,0.00822,0.02362
20170119,-0.00089,0.00075,0.00381,0.00857,0.02435
20170120,-0.00084,0.00066,0.00423,0.00897,0.02498
20170123,-0.00108,0.00057,0.00364,0.00864,0.02458
20170124,-0.00104,0.00045,0.00409,0.00872,0.02436
20170125,-0.00067,0.0007,0.00465,0.00974,0.02482
20170126,-0.00048,0.00088,0.00484,0.01043,0.02538
20170127,-0.0007,0.0008,0.00463,0.01043,0.02521
20170130,-0.00088,0.00083,0.0045,0.01052,0.0249
20170131,-0.00067,0.00088,0.00437,0.01028,0.02485
20170201,-0.00029,0.00094,0.00469,0.01089,0.02487
20170202,-0.00053,0.00105,0.00426,0.0104,0.02455
20170203,-0.00073,0.00098,0.00412,0.01069,0.02483
20170206,-0.00089,0.00102,0.0037,0.01144,0.02422
20170207,-0.00092,0.001,0.00351,0.01103,0.02423
20170208,-0.00132,0.00096,0.00296,0.01018,0.02366
20170209,-0.0014,0.00085,0.00313,0.00981,0.02352
20170210,-0.00127,0.00087,0.00314,0.01043,0.02411
20170213,-0.00122,0.00091,0.00332,0.01034,0.02436
20170214,-0.00092,0.00095,0.00367,0.01059,0.02441
20170215,-0.00103,0.00091,0.00374,0.01071,0.02484
20170216,-0.00123,0.00095,0.00351,0.01019,0.02475
20170217,-0.00155,0.00092,0.00302,0.01043,0.02406
20170221,-0.00134,0.00095,0.00301,0.01087,0.02456
20170222,-0.00168,0.00085,0.00279,0.01046,0.02408
20170223,-0.00187,0.00076,0.00232,0.00999,0.02399
20170224,-0.00212,0.00061,0.00182,0.00919,0.02353
20170227,-0.00216,0.0005,0.00199,0.009,0.02331
20170228,-0.0024,0.00053,0.00208,0.00882,0.02356
20170301,-0.00203,0.00062,0.00282,0.00933,0.02435
20170302,-0.00177,0.00069,0.00325,0.0092,0.02482
20170303,-0.00132,0.00076,0.00355,0.00961,0.02494
20170306,-0.00127,0.00076,0.0034,0.00969,0.02471
20170307,-0.00135,0.0007,0.0032,0.0097,0.02511
20170308,-0.0008,0.00076,0.00369,0.01034,0.02567
20170309,-0.00027,0.00092,0.00425,0.01066,0.02563
20170310,0.00032,0.0009,0.00484,0.01114,0.02613
20170313,0.00023,0.00091,0.00472,0.01093,0.02578
20170314,1e-05,0.00089,0.00448,0.011,0.02608
20170315,-0.00053,0.00096,0.00414,0.01039,0.02577
20170316,-0.00031,0.00076,0.00449,0.01092,0.02522
20170317,-0.00024,0.00076,0.00436,0.011,0.02522
20170321,-6e-05,0.00065,0.00459,0.01096,0.02493
20170322,-0.00025,0.00058,0.00407,0.01049,0.02419
20170323,-0.00021,0.00056,0.00431,0.0104,0.02412
20170324,-0.00029,0.00064,0.00406,0.01005,0.02416
20170327,-0.00044,0.00059,0.00405,0.00986,0.02359
20170328,-0.00067,0.00061,0.00389,0.00942,0.02366
20170329,-0.00124,0.00058,0.00346,0.00933,0.02403
20170330,-0.00104,0.00063,0.00342,0.00942,0.02382
20170331,-0.00107,0.00071,0.00331,0.00965,0.02414
20170403,-0.00118,0.00075,0.00279,0.00951,0.0238
20170404,-0.00136,0.00065,0.00262,0.00918,0.02325
20170405,-0.00142,0.00065,0.0026,0.00932,0.02377
20170406,-0.0014,0.00063,0.00263,0.00901,0.02348
20170407,-0.00158,0.0005,0.00228,0.00881,0.02314
20170410,-0.00175,0.00051,0.00209,0.00939,0.0239
20170411,-0.00168,0.0004,0.00206,0.00952,0.02343
20170412,-0.00177,0.00022,0.00202,0.00916,0.02293
20170413,-0.0019,0.00024,0.00189,0.00904,0.02239
20170417,-0.00181,7e-05,0.00188,0.00922,0.0222
20170418,-0.00214,0.00014,0.00154,0.00902,0.02223
20170419,-0.00211,5e-05,0.00207,0.00896,0.02209
20170420,-0.00198,0.00015,0.00248,0.00865,0.02236
20170421,-0.00215,0.00016,0.00253,0.00883,0.02239
20170424,-0.00135,0.00023,0.00332,0.00771,0.02313
20170425,-0.00101,0.00019,0.00378,0.00828,0.02305
20170426,-0.00097,0.00023,0.00358,0.00833,0.0234
20170427,-0.00122,0.00019,0.003,0.00759,0.02311
20170428,-0.00123,0.00016,0.00324,0.00763,0.02313
20170502,-0.00128,0.00021,0.00328,0.00752,0.02338
20170504,-0.0008,0.00019,0.00399,0.00763,0.02341
20170508,-0.00067,0.0003,0.00419,0.0077,0.02333
20170509,-0.00038,0.00035,0.00431,0.00802,0.02389
20170510,-0.00044,0.00043,0.0042,0.00769,0.02381
20170511,-0.00042,0.00052,0.00431,0.00876,0.02394
20170512,-0.00061,0.00044,0.00394,0.00841,0.02379
20170515,-0.00061,0.00041,0.00419,0.0089,0.02342
20170516,-0.00057,0.00045,0.00431,0.00875,0.02354
20170517,-0.00097,0.00044,0.00378,0.00836,0.02287
20170518,-0.00118,0.00046,0.00343,0.00809,0.02196
20170519,-0.00112,0.00039,0.00376,0.00813,0.02247
20170522,-0.001,0.00048,0.00396,0.00844,0.02249
20170523,-0.00114,0.00047,0.00412,0.00836,0.02245
20170524,-0.00118,0.00049,0.00407,0.00844,0.02276
20170526,-0.00136,0.00036,0.00333,0.00763,0.02234
20170530,-0.00166,0.00039,0.00298,0.00729,0.02238
20170531,-0.00171,0.00045,0.00311,0.00716,0.0222
20170601,-0.00175,0.00044,0.00308,0.00738,0.02229
20170602,-0.00185,0.00054,0.00273,0.0071,0.02206
20170605,-0.0016,0.00051,0.00287,0.00724,0.02175
20170606,-0.00186,0.00046,0.00258,0.00672,0.02142
20170607,-0.00184,0.00048,0.00272,0.00684,0.02154
20170608,-0.00182,0.00071,0.00256,0.00653,0.02202
20170609,-0.00174,0.00056,0.00263,0.00652,0.02209
20170612,-0.00187,0.00061,0.00245,0.00601,0.02211
20170613,-0.00172,0.00066,0.00266,0.00609,0.02213
20170614,-0.00182,0.00066,0.00227,0.00582,0.022
20170615,-0.00161,0.00055,0.00286,0.00644,0.02152
20170616,-0.00154,0.00056,0.00277,0.00639,0.02174
20170619,-0.00147,0.00056,0.00283,0.00631,0.02146
20170620,-0.00152,0.00056,0.00259,0.00607,0.02174
20170621,-0.0015,0.00055,0.00264,0.00605,0.02167
